step,lineage,size,hard,muscle,sensor,digestive,attack,bodies
5000,1,1144,41.6,0.0,0.1,21.6,0.0,141
5000,11,199,42.5,0.1,0.4,20.9,0.1,36
5000,3,194,6.4,0.0,0.7,13.4,0.0,60
5000,6,16,30.8,14.5,0.0,18.8,14.5,4
6000,1,812,41.7,0.0,0.0,22.0,0.0,117
6000,11,203,42.5,0.1,0.3,20.8,0.1,49
6000,3,114,3.1,0.0,0.2,11.0,0.0,22
6000,16,29,23.0,25.0,0.0,16.0,20.0,1
6000,6,23,31.1,13.8,0.0,19.0,13.5,8
7000,16,572,22.6,19.8,0.0,21.5,19.4,18
7000,1,521,41.5,0.0,0.0,22.1,0.0,72
7000,11,179,42.3,0.1,0.3,20.9,0.1,43
7000,3,48,2.5,0.1,0.0,10.8,0.0,11
7000,6,34,31.9,11.9,0.0,20.3,11.8,9
8000,1,606,41.4,0.0,0.0,22.3,0.0,74
8000,16,554,22.5,19.6,0.0,21.8,19.6,14
8000,11,94,42.1,0.0,0.3,21.3,0.0,23
8000,3,48,0.5,0.1,0.9,15.0,0.0,25
8000,6,13,32.5,14.0,0.0,17.5,14.0,4
9000,37,1722,40.6,0.0,0.4,22.7,0.0,276
9000,1,659,41.0,0.0,0.2,22.5,0.0,75
9000,16,574,22.1,19.9,0.0,22.0,19.9,5
9000,45,208,42.3,0.0,0.0,21.5,0.0,37
9000,11,78,42.4,0.0,0.3,21.2,0.0,20
9000,40,23,39.6,0.2,0.0,23.2,0.2,4
9000,6,19,30.1,15.7,0.0,18.2,15.7,2
10000,37,2311,31.8,0.0,0.4,20.3,0.0,513
10000,1,649,42.6,0.0,0.1,20.9,0.0,95
10000,16,520,22.0,20.2,0.0,21.7,19.7,15
10000,45,226,43.4,0.2,0.0,20.3,0.0,37
10000,11,45,42.4,0.0,0.3,21.3,0.0,11
10000,6,12,31.5,14.2,1.5,16.8,14.2,3
11000,37,1626,40.6,0.0,0.5,22.3,0.0,311
11000,1,796,42.3,0.0,0.0,21.5,0.0,89
11000,16,565,22.1,19.9,0.0,21.9,19.8,8
11000,45,219,43.3,0.0,0.0,20.7,0.0,33
11000,11,115,42.2,0.1,0.2,21.2,0.1,26
11000,6,17,31.6,13.9,0.0,18.4,13.9,4
11000,51,9,33.9,0.0,0.2,29.9,0.0,3
12000,37,1454,40.4,0.0,0.4,22.5,0.0,281
12000,1,779,42.0,0.0,0.1,21.7,0.0,99
12000,16,636,22.4,20.4,0.0,21.2,19.9,12
12000,45,320,42.9,0.0,0.0,20.8,0.0,34
12000,11,61,42.0,0.1,0.5,21.4,0.1,19
12000,6,24,35.3,9.2,0.0,19.5,9.1,8
12000,51,6,31.5,0.3,1.0,31.2,0.3,2
13000,37,1471,41.0,0.0,0.5,22.4,0.0,263
13000,16,592,22.1,19.9,0.0,22.1,19.8,7
13000,1,385,41.0,0.0,0.0,22.7,0.0,44
13000,45,322,42.5,0.0,0.0,21.3,0.0,49
13000,11,29,42.7,0.1,0.8,20.2,0.1,14
13000,6,25,32.5,11.4,1.5,18.6,11.4,6
13000,51,18,35.1,0.6,0.0,28.3,0.6,2
14000,37,1407,40.5,0.0,0.5,22.9,0.0,260
14000,16,635,22.2,21.0,0.0,20.8,20.1,15
14000,1,298,40.5,0.0,0.0,22.6,0.0,37
14000,45,282,43.0,0.2,0.0,20.7,0.0,53
14000,11,31,41.2,0.0,0.2,22.7,0.0,8
14000,51,17,29.5,0.0,1.6,30.9,0.0,5
14000,6,10,34.4,10.4,0.0,18.8,10.4,5
15000,37,1355,40.6,0.0,0.5,22.4,0.0,248
15000,1,622,42.3,0.0,0.3,21.1,0.0,84
15000,16,516,22.1,20.0,0.0,21.9,20.0,4
15000,45,353,43.4,0.0,0.0,20.5,0.0,60
15000,58,245,2.2,0.9,0.0,4.6,0.7,37
15000,11,23,41.7,0.1,0.5,21.2,0.1,6
15000,51,12,33.6,0.0,0.0,30.4,0.0,3
16000,37,612,40.5,0.0,1.0,22.0,0.0,89
16000,16,608,22.1,20.5,0.0,21.4,20.1,10
16000,1,418,42.5,0.0,0.5,20.7,0.0,66
16000,45,268,42.9,0.2,0.0,20.7,0.0,49
16000,58,263,2.7,0.7,0.0,8.2,0.4,65
17000,37,1305,40.7,0.0,0.5,22.7,0.0,238
17000,1,562,42.0,0.0,0.6,21.2,0.0,89
17000,16,541,22.1,20.0,0.0,21.9,19.9,9
17000,58,357,3.6,1.1,0.0,7.1,0.2,76
17000,45,261,43.1,0.0,0.0,20.2,0.0,40
17000,64,40,42.2,0.0,0.0,21.8,0.0,8
17000,51,22,30.1,1.9,0.2,20.4,1.9,7
18000,37,1506,40.6,0.0,0.5,22.8,0.0,246
18000,16,583,22.0,20.0,0.0,22.0,19.9,7
18000,1,497,41.7,0.0,0.8,21.3,0.0,75
18000,45,288,43.0,0.0,0.0,20.9,0.0,34
18000,58,161,0.9,0.5,0.0,4.0,0.1,38
18000,66,58,41.4,0.0,0.0,22.5,0.0,15
18000,64,19,42.6,0.0,0.0,21.4,0.0,7
19000,37,1202,41.0,0.0,0.6,22.1,0.0,205
19000,1,608,41.6,0.0,0.7,21.5,0.0,84
19000,16,596,22.0,20.0,0.0,22.0,19.9,6
19000,45,343,39.7,0.0,0.0,20.1,0.0,52
19000,58,185,0.2,0.2,0.0,3.6,0.1,30
19000,67,128,40.7,0.0,0.0,23.2,0.0,20
19000,66,58,41.2,0.0,0.0,22.8,0.0,14
19000,64,20,40.1,0.0,0.0,23.9,0.0,4
20000,37,1414,40.4,0.0,0.6,23.0,0.0,234
20000,16,616,22.0,20.0,0.0,22.0,20.0,6
20000,1,514,41.7,0.0,0.7,21.4,0.0,69
20000,45,434,38.9,0.1,0.0,19.0,0.1,76
20000,67,147,40.8,0.0,0.1,23.0,0.0,19
20000,58,114,0.4,0.5,0.0,3.3,0.2,25
20000,66,44,40.8,0.0,0.0,23.2,0.0,10
20000,64,6,41.8,0.0,0.0,22.2,0.0,2
21000,37,744,40.6,0.0,0.7,22.6,0.0,105
21000,16,568,21.9,20.2,0.0,21.8,19.9,10
21000,45,507,38.4,0.0,0.0,20.8,0.0,90
21000,1,460,41.6,0.0,0.9,21.3,0.0,66
21000,67,135,41.5,0.0,0.0,22.4,0.0,23
21000,58,130,0.7,0.1,0.0,4.6,0.0,25
21000,76,98,42.5,0.0,0.0,21.2,0.0,18
21000,79,89,21.4,2.4,0.0,13.0,2.3,27
21000,66,39,41.4,0.0,0.0,22.6,0.0,8
21000,64,8,41.0,0.0,0.0,23.0,0.0,1
22000,16,575,22.1,20.0,0.0,21.9,19.9,10
22000,1,555,41.9,0.0,0.5,21.2,0.0,66
22000,37,492,41.0,0.0,0.5,22.3,0.0,73
22000,45,478,40.8,0.1,0.0,19.8,0.1,102
22000,67,154,40.7,0.0,0.0,23.3,0.0,15
22000,76,110,41.0,0.0,0.0,22.4,0.0,18
22000,58,97,0.2,0.0,0.0,3.2,0.0,14
22000,79,72,22.4,1.3,0.0,13.8,1.3,23
22000,66,44,41.6,0.0,0.0,22.4,0.0,12
23000,16,556,21.9,20.3,0.0,21.8,19.9,11
23000,45,538,38.5,0.2,0.0,19.7,0.1,124
23000,1,513,42.0,0.0,0.6,21.2,0.0,76
23000,37,496,40.8,0.0,0.6,22.4,0.0,74
23000,67,152,40.5,0.0,0.0,23.4,0.0,23
23000,58,128,0.1,0.0,0.0,3.7,0.0,18
