step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,4524,10.36,0.08,0.05,0.07,10.16,0.00,1.04,0.001,0.170,2026832.5,126.3,31,8,3.23,1.04,1.04
10000,1,347,12.81,0.02,0.41,0.54,11.84,0.00,1.01,0.000,0.717,530988.9,9.1,7,17,2.98,1.00,1.01
10000,0,101,20.63,0.13,2.05,0.12,18.34,0.00,1.03,0.000,0.003,365284.1,185.4,9,56,3.73,1.03,1.04
20000,8,5037,8.69,0.08,0.03,0.05,8.53,0.00,1.03,0.000,0.163,1729511.9,4.7,26,85,3.24,1.02,1.03
20000,1,566,6.90,0.05,0.05,0.07,6.73,0.00,1.01,0.000,0.666,599784.2,1.2,8,66,2.22,1.01,1.02
20000,0,75,12.76,0.17,0.20,0.29,12.09,0.00,1.06,0.000,0.001,3960.1,0.0,9,41,2.71,1.12,1.01
30000,8,5150,8.10,0.05,0.03,0.04,7.98,0.00,1.02,0.000,0.163,1595667.5,3.9,26,49,3.32,1.02,1.03
30000,1,621,5.97,0.09,0.28,0.13,5.47,0.00,1.03,0.000,0.614,581301.1,0.3,10,58,2.17,1.02,1.04
30000,0,106,8.11,0.38,0.41,0.38,6.95,0.00,1.11,0.000,0.001,4026.1,0.0,10,56,2.34,1.17,1.09
40000,8,5125,8.05,0.03,0.03,0.05,7.94,0.00,1.01,0.000,0.164,1445990.1,3.5,38,75,3.57,1.01,1.02
40000,1,672,5.78,0.13,0.23,0.11,5.31,0.00,1.04,0.000,0.633,573315.1,34.5,13,57,2.03,1.03,1.04
40000,0,73,8.97,0.55,0.77,0.00,7.66,0.00,1.18,0.000,0.001,3521.6,24.1,6,40,2.42,1.12,1.19
50000,8,5014,7.90,0.04,0.04,0.04,7.78,0.00,1.02,0.000,0.162,1440614.1,4.3,32,39,3.56,1.02,1.03
50000,1,732,5.03,0.02,0.04,0.05,4.93,0.00,1.02,0.000,0.628,579630.6,3.8,11,86,2.16,1.02,1.02
50000,0,104,7.54,0.03,0.00,0.28,7.23,0.00,1.01,0.000,0.001,3395.9,0.3,7,52,2.47,1.01,1.01
60000,8,5166,7.09,0.02,0.04,0.04,6.99,0.00,1.01,0.000,0.155,1392437.8,1.4,33,24,3.56,1.01,1.01
60000,1,776,4.73,0.03,0.01,0.01,4.68,0.00,1.02,0.000,0.603,590966.6,0.1,8,41,2.23,1.03,1.03
60000,0,118,5.53,0.05,0.09,0.03,5.36,0.00,1.05,0.000,0.001,2806.4,0.1,7,59,2.19,1.04,1.04
70000,8,5393,6.89,0.02,0.03,0.03,6.80,0.00,1.01,0.000,0.154,1307789.1,2.2,25,43,3.61,1.01,1.01
70000,1,722,5.14,0.02,0.01,0.05,5.06,0.00,1.01,0.000,0.605,589096.2,0.5,8,62,2.54,1.01,1.01
70000,0,94,6.39,0.38,0.00,0.03,5.98,0.00,1.25,0.000,0.001,2097.1,0.0,6,48,2.48,1.36,1.36
80000,8,5266,7.29,0.03,0.03,0.07,7.16,0.00,1.02,0.000,0.148,1237232.4,4.0,24,30,3.97,1.02,1.02
80000,1,824,4.53,0.05,0.06,0.01,4.40,0.00,1.03,0.000,0.588,587796.6,0.7,7,13,2.33,1.03,1.05
80000,0,106,5.93,0.26,0.49,0.00,5.18,0.00,1.11,0.000,0.001,2352.2,0.7,6,49,2.40,1.16,1.17
90000,8,5319,7.45,0.03,0.04,0.05,7.32,0.00,1.02,0.000,0.150,1194152.6,4.9,25,53,4.20,1.02,1.02
90000,1,725,5.01,0.02,0.00,0.06,4.94,0.00,1.01,0.000,0.624,581044.9,0.0,8,115,2.73,1.01,1.01
90000,0,96,5.44,0.11,0.00,0.12,5.20,0.00,1.10,0.000,0.001,2147.7,0.1,6,59,2.50,1.10,1.11
100000,8,5310,7.43,0.03,0.03,0.07,7.31,0.00,1.01,0.000,0.141,1153562.1,2.0,21,38,4.24,1.01,1.02
100000,1,728,4.86,0.01,0.02,0.08,4.76,0.00,1.01,0.000,0.596,574899.9,1.0,6,67,2.42,1.01,1.01
100000,0,90,7.17,0.16,0.00,0.31,6.70,0.00,1.06,0.000,0.001,2231.9,0.0,5,55,2.61,1.05,1.05
110000,8,5179,7.46,0.04,0.02,0.06,7.34,0.00,1.02,0.000,0.141,1156592.8,2.3,11,30,4.29,1.02,1.02
110000,1,750,5.03,0.01,0.04,0.12,4.86,0.00,1.01,0.000,0.605,581226.8,0.1,6,45,2.55,1.01,1.01
110000,0,122,6.61,0.00,0.00,0.12,6.49,0.00,1.00,0.000,0.001,2927.4,0.0,8,62,2.80,1.00,1.00
120000,8,5224,7.48,0.03,0.03,0.04,7.38,0.00,1.01,0.000,0.147,1128925.6,3.6,14,41,4.44,1.02,1.01
120000,1,733,4.91,0.02,0.02,0.05,4.82,0.00,1.01,0.000,0.590,578262.8,0.1,9,55,2.48,1.01,1.01
120000,0,128,5.44,0.02,0.00,0.00,5.41,0.00,1.02,0.000,0.001,2767.7,0.0,7,71,2.62,1.02,1.02
130000,8,5195,7.51,0.05,0.04,0.05,7.37,0.00,1.02,0.000,0.151,1138882.2,4.6,17,13,4.41,1.02,1.02
130000,1,746,4.87,0.00,0.01,0.05,4.81,0.00,1.00,0.000,0.566,589482.1,0.0,8,5,2.27,1.00,1.00
