step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back
10000,8,4474,11.25,0.22,0.16,0.08,10.79,0.00,1.06,0.001,0.179,2017073.9,130.1,22,36,3.33,1.07,1.06
10000,1,518,8.14,0.22,0.11,0.02,7.79,0.01,1.03,0.004,0.682,565358.6,7.5,6,45,2.35,1.05,1.01
10000,0,61,14.52,2.21,0.51,0.02,11.79,0.11,1.35,0.033,0.001,368160.1,252.0,5,30,2.56,1.59,1.04
20000,8,4793,9.99,0.07,0.07,0.06,9.79,0.00,1.03,0.000,0.169,1763379.0,5.1,21,13,3.27,1.02,1.03
20000,1,622,6.32,0.36,0.10,0.02,5.83,0.00,1.09,0.000,0.644,589826.6,4.8,7,29,2.06,1.02,1.18
20000,0,95,10.61,1.18,0.96,0.00,8.47,0.00,1.13,0.000,0.001,4476.2,4.8,8,43,2.56,1.01,1.28
30000,8,4812,9.77,0.04,0.10,0.06,9.58,0.00,1.01,0.000,0.171,1671023.8,3.6,13,43,3.47,1.01,1.02
30000,1,588,6.76,0.05,0.01,0.07,6.63,0.00,1.01,0.000,0.668,589422.6,0.7,9,54,2.13,1.01,1.01
30000,0,108,10.46,0.14,0.01,0.03,10.29,0.00,1.02,0.000,0.002,3884.8,0.1,9,47,2.43,1.05,1.02
40000,8,4859,8.71,0.04,0.10,0.02,8.54,0.00,1.02,0.000,0.179,1585819.1,0.5,8,15,3.35,1.01,1.02
40000,1,606,6.70,0.02,0.02,0.11,6.55,0.00,1.00,0.000,0.649,598497.7,0.5,7,28,2.20,1.00,1.01
40000,0,121,12.90,0.17,0.00,0.23,12.50,0.00,1.01,0.000,0.002,3254.8,0.9,9,46,3.18,1.00,1.02
50000,8,4897,8.55,0.04,0.11,0.03,8.37,0.00,1.01,0.000,0.174,1558525.1,1.5,6,8,3.46,1.01,1.01
50000,1,601,6.61,0.15,0.01,0.08,6.36,0.00,1.05,0.000,0.660,586432.7,0.2,6,34,2.29,1.07,1.04
50000,0,145,9.27,0.32,0.23,0.06,8.65,0.00,1.15,0.000,0.002,2911.9,0.0,7,65,2.30,1.16,1.13
60000,8,4874,8.36,0.03,0.02,0.04,8.27,0.00,1.01,0.000,0.165,1477212.9,1.7,8,53,3.76,1.01,1.01
60000,1,649,5.83,0.09,0.03,0.10,5.62,0.00,1.04,0.000,0.609,580829.9,1.1,4,45,2.29,1.04,1.05
60000,0,83,8.02,0.06,0.06,0.23,7.67,0.00,1.02,0.000,0.001,3718.6,0.7,6,32,2.47,1.04,1.00
70000,8,4928,7.62,0.01,0.03,0.02,7.56,0.00,1.00,0.000,0.166,1380397.4,2.2,13,23,3.81,1.00,1.01
70000,1,725,5.29,0.06,0.02,0.03,5.18,0.00,1.03,0.000,0.631,580154.2,6.3,6,28,2.13,1.03,1.05
70000,0,129,6.34,0.47,0.06,0.15,5.67,0.00,1.17,0.000,0.001,3865.1,2.6,9,61,2.24,1.14,1.20
80000,8,5188,7.31,0.04,0.03,0.02,7.21,0.00,1.01,0.000,0.164,1294999.0,2.6,11,18,3.80,1.01,1.02
80000,1,647,5.91,0.08,0.02,0.01,5.79,0.00,1.03,0.000,0.625,586457.8,0.7,6,24,2.23,1.02,1.03
80000,0,149,6.60,0.31,0.05,0.03,6.20,0.00,1.11,0.000,0.001,2394.9,0.0,5,76,2.21,1.12,1.12
90000,8,5339,7.30,0.03,0.03,0.03,7.22,0.00,1.01,0.000,0.157,1256003.6,0.6,9,41,3.89,1.01,1.01
90000,1,702,5.59,0.12,0.01,0.06,5.40,0.00,1.04,0.000,0.640,587675.8,0.0,4,48,2.13,1.08,1.05
90000,0,120,6.52,0.17,0.01,0.26,6.08,0.00,1.08,0.000,0.001,2727.5,0.0,5,67,2.19,1.08,1.09
100000,8,5201,7.42,0.05,0.03,0.05,7.29,0.00,1.02,0.000,0.149,1233918.1,1.4,16,10,4.07,1.01,1.02
100000,1,757,5.05,0.06,0.08,0.04,4.87,0.00,1.03,0.000,0.606,579553.6,0.6,8,18,2.02,1.02,1.04
100000,0,137,6.10,0.04,0.12,0.07,5.87,0.00,1.04,0.000,0.001,3021.6,0.7,9,71,1.95,1.05,1.05
110000,8,5197,7.48,0.04,0.07,0.05,7.33,0.00,1.02,0.000,0.156,1192822.8,0.4,10,5,4.23,1.02,1.02
110000,1,637,5.82,0.04,0.03,0.05,5.70,0.00,1.02,0.000,0.627,577672.9,0.6,7,9,2.20,1.01,1.02
110000,0,132,6.77,0.07,0.18,0.08,6.45,0.00,1.03,0.000,0.001,2737.9,0.0,11,69,2.33,1.02,1.04
120000,8,5129,7.78,0.05,0.04,0.03,7.65,0.00,1.02,0.000,0.151,1200336.2,1.1,8,1,4.25,1.02,1.02
120000,1,752,4.86,0.03,0.05,0.09,4.69,0.00,1.02,0.000,0.616,572494.6,1.9,7,10,2.09,1.02,1.02
120000,0,127,6.46,0.13,0.11,0.29,5.93,0.00,1.06,0.000,0.001,2661.1,0.4,8,59,2.42,1.05,1.06
130000,8,5210,7.74,0.06,0.02,0.05,7.60,0.00,1.02,0.000,0.148,1220401.6,2.6,8,0,4.22,1.02,1.02
