step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side
10000,4972,1.718,0.385,9.84,274281,246169,3048,6,25914,5936,3506783.5,320.8,0.203,0.299,0.327,0.172,172,10.74,8.51,0.08,0.75,0.11,1.36,0.10,1.20,10.44,7.90,0.00,0.06,0.007,0.062,952,0.037,0.889,0.000,0.000,0.110,743676,695944,33,0.158,0.160,0.026,3403274,0.133,1.429,0.043,372.71,262999,45,0.054,0.667,0.000,12205891,1.04,14.83,0.013,0.000,0.001,4,9,17,64,53388,0.051,281.04,0.0068,0.005,101,0.823,0.000,0.778,0.642,3.22,4.64,4.76,0.00,0.001,1.03,1.04,1.04
20000,5678,1.571,0.345,10.36,447416,393821,5437,0,47452,78,3009535.2,5.9,0.195,0.197,0.450,0.158,132,8.56,5.51,0.08,0.73,0.03,0.40,0.05,0.49,8.40,5.30,0.00,0.02,0.005,0.056,942,0.042,0.874,0.000,0.000,0.126,931678,863078,29,0.149,0.150,0.021,1088684,0.082,1.357,0.039,384.88,360229,0,0.076,0.000,0.000,11661204,1.03,16.14,0.002,0.000,0.000,4,8,14,64,48623,0.046,268.87,0.0063,0.027,75,0.790,0.000,0.870,0.529,3.13,4.34,5.07,0.00,0.001,1.02,1.03,1.03
30000,5877,1.518,0.308,10.40,482769,424152,6184,0,52234,42,2927099.2,4.2,0.198,0.168,0.439,0.195,122,7.88,5.07,0.06,0.60,0.06,1.07,0.06,0.86,7.69,4.55,0.00,0.00,0.004,0.045,898,0.077,0.873,0.000,0.000,0.127,986687,919518,29,0.126,0.091,0.014,839308,0.080,1.289,0.035,381.87,386091,0,0.101,0.000,0.000,10631744,1.03,16.85,0.002,0.000,0.000,3,7,13,64,46295,0.044,271.89,0.0065,0.018,106,0.787,0.000,0.874,0.519,3.18,4.29,5.33,0.00,0.001,1.02,1.03,1.03
40000,5870,1.524,0.285,10.83,514174,455249,6623,0,52309,764,2888748.0,62.1,0.189,0.152,0.415,0.244,118,7.81,5.12,0.05,0.53,0.06,0.92,0.05,0.70,7.63,4.61,0.00,0.00,0.003,0.040,860,0.143,0.881,0.001,0.000,0.118,1008881,944587,43,0.220,0.053,0.015,878548,0.087,1.244,0.032,380.54,386097,0,0.081,0.000,0.000,10060591,1.02,17.04,0.001,0.000,0.000,3,7,13,64,45816,0.044,273.22,0.0064,0.022,73,0.796,0.000,0.870,0.498,3.38,5.32,5.23,0.00,0.002,1.02,1.02,1.02
50000,5850,1.514,0.257,11.06,507502,448220,6599,0,52703,86,2956974.0,8.4,0.196,0.157,0.397,0.250,109,7.54,4.24,0.04,0.49,0.04,0.38,0.04,0.54,7.42,4.17,0.00,0.00,0.005,0.049,853,0.124,0.885,0.000,0.000,0.115,1036203,979186,36,0.207,0.125,0.014,940496,0.090,1.182,0.029,380.74,400108,0,0.098,0.000,0.000,10870745,1.02,17.17,0.000,0.000,0.000,3,7,13,46,44089,0.042,273.02,0.0068,0.021,104,0.799,0.000,0.863,0.517,3.36,5.57,5.05,0.00,0.000,1.02,1.02,1.02
60000,6060,1.508,0.238,10.63,510626,445916,7311,0,57189,34,2844116.8,1.5,0.235,0.136,0.319,0.310,111,6.75,3.64,0.02,0.32,0.03,0.42,0.04,0.49,6.66,3.57,0.00,0.01,0.005,0.054,694,0.153,0.892,0.000,0.000,0.108,1072893,1015167,38,0.243,0.076,0.013,891448,0.094,1.138,0.026,382.18,409323,0,0.045,0.000,0.000,9569297,1.01,18.11,0.000,0.000,0.000,3,7,11,35,40925,0.039,271.57,0.0070,0.011,118,0.789,0.000,0.862,0.529,3.36,5.86,4.92,0.00,0.000,1.01,1.01,1.01
70000,6209,1.458,0.230,10.79,536008,469869,7978,2,58010,42,2748398.2,2.7,0.236,0.135,0.292,0.337,109,6.68,3.44,0.02,0.34,0.03,0.45,0.03,0.35,6.59,3.38,0.00,0.00,0.004,0.048,749,0.171,0.887,0.000,0.000,0.113,1076100,1021361,29,0.303,0.092,0.014,1037250,0.089,1.122,0.026,382.58,409861,136,0.065,0.500,0.000,9940012,1.01,18.11,0.000,0.000,0.000,3,7,10,60,41457,0.040,271.18,0.0067,0.017,94,0.797,0.000,0.858,0.507,3.47,6.08,5.21,0.00,0.000,1.02,1.02,1.01
80000,6196,1.470,0.226,10.92,552571,484415,7600,0,60569,39,2800617.5,5.3,0.265,0.121,0.296,0.318,107,6.90,3.72,0.03,0.44,0.04,0.73,0.06,0.74,6.76,3.53,0.00,0.00,0.005,0.051,759,0.197,0.883,0.000,0.000,0.117,1079611,1035592,29,0.339,0.097,0.018,1145454,0.093,1.106,0.025,382.63,405578,0,0.136,0.000,0.000,8887154,1.02,17.95,0.000,0.000,0.000,3,7,11,64,42725,0.041,271.13,0.0067,0.007,106,0.787,0.000,0.836,0.493,3.72,6.26,5.94,0.00,0.000,1.02,1.03,1.02
90000,6140,1.450,0.221,11.13,544904,475912,7078,0,61970,48,2899043.2,5.0,0.208,0.134,0.300,0.358,106,7.13,3.70,0.03,0.40,0.04,0.57,0.06,0.75,7.01,3.51,0.00,0.04,0.004,0.046,751,0.266,0.888,0.000,0.000,0.112,1065263,1045033,28,0.438,0.029,0.019,1399824,0.092,1.096,0.025,381.08,385946,0,0.104,0.000,0.000,9631030,1.02,17.63,0.000,0.000,0.000,4,7,11,64,43806,0.042,272.68,0.0067,0.027,96,0.785,0.000,0.809,0.494,4.00,6.44,6.75,0.00,0.000,1.02,1.02,1.02
100000,6128,1.466,0.220,11.20,547915,474728,7255,0,65944,44,2863569.0,3.1,0.200,0.141,0.311,0.348,101,7.12,3.54,0.03,0.36,0.03,0.50,0.07,0.80,6.99,3.42,0.00,0.03,0.003,0.048,770,0.268,0.897,0.000,0.000,0.103,1081813,1063753,24,0.441,0.037,0.025,1323662,0.088,1.094,0.024,380.34,388153,0,0.070,0.000,0.000,10096751,1.01,17.68,0.000,0.000,0.000,3,7,11,56,43653,0.042,273.41,0.0067,0.017,90,0.787,0.000,0.777,0.498,4.00,6.51,6.67,0.00,0.000,1.01,1.01,1.02
